# Simulation 4 (Up to date)
# 464 data points written for 53 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
24.355,247.016,-4.251,-0.232,4.251,0.406,-5.898,0.001,5.898,179.986,1.739,0.333,45,-7.511e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.199e5,0,0.579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.762,13.381,984.033,339.408,0.5,0.421
24.792,245.189,-4.107,0.331,4.107,0.741,-6.722,0.001,6.722,179.988,2.029,0.663,45,-8.56e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.159e5,0,0.614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.017,13.394,984.279,339.416,0.437,0.421
25.133,243.768,-4.228,-0.356,4.228,0.55,-7.389,0.001,7.389,179.989,1.886,0.419,45,-9.41e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.193e5,0,0.572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.846,13.406,984.493,339.423,0.341,0.422
25.585,241.878,-4.137,0.203,4.137,0.221,-8.25,0.001,8.25,179.99,1.925,0.087,45,-1.051e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.168e5,0,0.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.923,13.416,984.66,339.429,0.452,0.422
26.085,239.782,-4.249,-0.225,4.249,0.232,-9.22,0.001,9.22,179.991,1.953,0.055,45,-1.174e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.199e5,0,0.579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.949,13.428,984.882,339.436,0.5,0.422
26.585,237.698,-4.089,0.32,4.089,0.637,-10.265,0.001,10.265,179.992,2.228,0.55,45,-1.307e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.155e5,0,0.613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.184,13.441,985.128,339.444,0.5,0.422
27.085,235.599,-4.305,-0.431,4.305,0.593,-11.429,0.001,11.429,179.993,2.431,0.406,45,-1.456e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.216e5,0,0.567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.405,13.455,985.372,339.453,0.5,0.422
27.418,234.201,-4.106,0.598,4.106,0.913,-12.2,0.001,12.2,179.993,2.202,0.69,45,-1.554e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.16e5,0,0.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.146,13.469,985.618,339.461,0.332,0.422
27.696,233.043,-4.206,-0.361,4.206,0.361,-12.814,0.001,12.814,179.994,2.207,0.02,45,-1.632e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.188e5,0,0.571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.21,13.478,985.782,339.466,0.279,0.423
27.943,232.008,-4.167,0.157,4.171,0.995,-13.329,0.001,13.329,179.994,1.965,0.982,45,-1.697e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.178e5,0,0.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.793,13.485,985.918,339.471,0.247,0.423
28.443,229.92,-4.184,-0.032,4.184,0.884,-14.201,0.001,14.201,179.994,1.523,0.884,45,-1.809e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.182e5,0,0.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.588,13.492,986.039,339.475,0.5,0.423
28.762,228.59,-4.174,0.03,4.175,0.687,-14.721,0.001,14.721,179.994,1.741,0.686,45,-1.875e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.18e5,0,0.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.815,13.506,986.284,339.483,0.318,0.423
29.262,226.501,-4.184,-0.02,4.185,0.574,-15.663,0.001,15.663,179.995,2.028,0.573,45,-1.995e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.183e5,0,0.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.986,13.514,986.44,339.488,0.5,0.423
29.762,224.41,-4.178,0.013,4.178,0.116,-16.663,0.001,16.663,179.995,1.97,0.115,45,-2.122e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.181e5,0,0.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.979,13.528,986.685,339.497,0.5,0.423
30.262,222.319,-4.186,-0.016,4.186,0.097,-17.636,0.001,17.636,179.995,1.922,0.096,45,-2.246e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.183e5,0,0.592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.929,13.541,986.93,339.505,0.5,0.423
30.762,220.229,-4.174,0.023,4.174,0.029,-18.595,0.001,18.595,179.996,1.914,0.018,45,-2.368e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.18e5,0,0.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.915,13.555,987.176,339.513,0.5,0.423
31.262,218.139,-4.186,-0.024,4.186,0.316,-19.591,0.001,19.591,179.996,2.071,0.315,45,-2.495e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.184e5,0,0.592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.048,13.569,987.421,339.521,0.5,0.423
31.762,216.051,-4.167,0.038,4.167,0.424,-20.574,0.001,20.574,179.996,1.86,0.422,45,-2.62e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.179e5,0,0.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.892,13.582,987.666,339.53,0.5,0.423
32.262,213.962,-4.188,-0.042,4.188,0.569,-21.575,0.001,21.575,179.996,2.144,0.568,45,-2.748e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.185e5,0,0.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.102,13.596,987.911,339.538,0.5,0.424
32.757,211.895,-4.163,0.052,4.163,0.441,-22.582,0.001,22.582,179.996,1.927,0.438,45,-2.876e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.178e5,0,0.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.958,13.609,988.156,339.546,0.495,0.424
33.257,209.805,-4.201,-0.076,4.201,0.079,-23.548,0.001,23.548,179.996,1.937,0.019,45,-2.999e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.189e5,0,0.588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.935,13.623,988.398,339.554,0.5,0.424
33.757,207.717,-4.148,0.106,4.148,0.176,-24.534,0.001,24.534,179.997,2.007,0.14,45,-3.124e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.174e5,0,0.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.996,13.636,988.643,339.562,0.5,0.424
34.257,205.626,-4.218,-0.141,4.218,0.169,-25.526,0.001,25.526,179.997,1.96,0.093,45,-3.251e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.194e5,0,0.584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.967,13.65,988.888,339.571,0.5,0.424
34.757,203.543,-4.114,0.209,4.114,0.625,-26.58,0.001,26.58,179.997,2.255,0.589,45,-3.385e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.165e5,0,0.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.208,13.663,989.134,339.579,0.5,0.424
35.125,202.008,-4.214,-0.271,4.214,0.732,-27.364,0.001,27.364,179.997,2.004,0.68,45,-3.485e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.193e5,0,0.578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.961,13.677,989.378,339.587,0.369,0.424
35.364,201.007,-4.165,0.205,4.167,0.814,-27.866,0.001,27.866,179.997,2.192,0.787,45,-3.549e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.18e5,0,0.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.335,13.687,989.558,339.593,0.239,0.425
35.686,199.662,-4.183,-0.055,4.183,0.108,-28.577,0.001,28.577,179.997,2.222,0.093,45,-3.639e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.184e5,0,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.232,13.693,989.675,339.597,0.322,0.425
36.186,197.574,-4.168,0.029,4.168,0.037,-29.691,0.001,29.691,179.997,2.234,0.023,45,-3.781e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.18e5,0,0.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.232,13.702,989.833,339.602,0.5,0.425
36.686,195.487,-4.183,-0.03,4.183,0.391,-30.759,0.001,30.759,179.997,2.039,0.389,45,-3.917e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.185e5,0,0.592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.068,13.716,990.078,339.611,0.5,0.425
37.186,193.399,-4.166,0.034,4.166,0.037,-31.777,0.001,31.777,179.997,2.032,0.014,45,-4.047e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.18e5,0,0.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.033,13.729,990.323,339.619,0.5,0.425
37.686,191.311,-4.188,-0.044,4.188,0.046,-32.794,0.001,32.794,179.997,2.039,0.014,45,-4.176e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.187e5,0,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.038,13.743,990.567,339.627,0.5,0.425
38.186,189.226,-4.152,0.072,4.152,0.459,-33.757,0.001,33.757,179.998,1.812,0.454,45,-4.299e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.177e5,0,0.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.846,13.756,990.812,339.635,0.5,0.425
38.686,187.138,-4.202,-0.099,4.202,0.336,-34.703,0.001,34.703,179.998,1.972,0.321,45,-4.419e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.191e5,0,0.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.949,13.77,991.057,339.644,0.5,0.425
39.186,185.054,-4.132,0.139,4.132,0.431,-35.638,0.001,35.638,179.998,1.768,0.408,45,-4.539e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.171e5,0,0.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8,13.784,991.302,339.652,0.5,0.425
39.662,183.07,-4.215,-0.176,4.216,0.621,-36.546,0.001,36.546,179.998,2.051,0.595,45,-4.654e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.195e5,0,0.583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.024,13.797,991.546,339.66,0.475,0.425
40.025,181.555,-4.135,0.221,4.135,0.689,-37.248,0.001,37.248,179.998,1.814,0.653,45,-4.743e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.173e5,0,0.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.777,13.81,991.779,339.668,0.363,0.426
40.361,180.155,-4.192,-0.17,4.192,0.392,-37.878,0.001,37.878,179.998,1.933,0.353,45,-4.824e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.189e5,0,0.583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.966,13.82,991.957,339.674,0.336,0.426
40.861,178.071,-4.146,0.093,4.146,0.119,-38.835,0.001,38.835,179.998,1.896,0.074,45,-4.946e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.176e5,0,0.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.902,13.829,992.121,339.679,0.5,0.426
41.361,175.983,-4.203,-0.115,4.204,0.417,-39.833,0.001,39.833,179.998,2.096,0.4,45,-5.073e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.193e5,0,0.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.067,13.843,992.365,339.687,0.5,0.427
41.861,173.901,-4.128,0.151,4.128,0.224,-40.902,0.001,40.902,179.998,2.179,0.165,45,-5.209e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.171e5,0,0.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.166,13.856,992.61,339.696,0.5,0.427
42.361,171.812,-4.227,-0.198,4.227,0.364,-41.953,0.001,41.953,179.998,2.026,0.305,45,-5.343e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.2e5,0,0.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.048,13.87,992.854,339.704,0.5,0.427
42.861,169.733,-4.09,0.275,4.09,0.509,-43.02,0.001,43.02,179.998,2.241,0.429,45,-5.479e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.161e5,0,0.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.206,13.883,993.099,339.712,0.5,0.427
43.361,167.642,-4.275,-0.371,4.275,0.483,-44.179,0.001,44.179,179.998,2.395,0.309,45,-5.626e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.214e5,0,0.571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.375,13.897,993.343,339.72,0.5,0.427
43.861,165.567,-4.024,0.502,4.024,0.518,-45.393,0.001,45.393,179.998,2.459,0.128,45,-5.781e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.143e5,0,0.623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.448,13.91,993.588,339.729,0.5,0.427
44.195,164.185,-4.236,-0.633,4.237,1.056,-46.168,0.001,46.168,179.998,2.177,0.845,45,-5.879e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.203e5,0,0.557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.089,13.924,993.832,339.737,0.334,0.428
44.428,163.209,-4.162,0.319,4.162,0.395,-46.681,0.001,46.681,179.998,2.231,0.233,45,-5.945e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.182e5,0,0.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.274,13.933,993.994,339.742,0.233,0.428
44.882,161.315,-4.177,-0.033,4.177,0.142,-47.68,0.001,47.68,179.998,2.168,0.138,45,-6.072e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.186e5,0,0.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.172,13.939,994.108,339.746,0.454,0.428
45.382,159.236,-4.141,0.072,4.142,0.816,-48.662,0.001,48.662,179.998,1.762,0.813,45,-6.197e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.176e5,0,0.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.824,13.951,994.33,339.753,0.5,0.428
45.838,157.336,-4.198,-0.124,4.198,0.294,-49.492,0.001,49.492,179.998,1.883,0.267,45,-6.303e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.193e5,0,0.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.876,13.965,994.574,339.762,0.456,0.428
46.338,155.255,-4.126,0.143,4.126,0.283,-50.403,0.001,50.403,179.998,1.761,0.244,45,-6.419e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.172e5,0,0.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.78,13.977,994.797,339.769,0.5,0.428
46.838,153.168,-4.223,-0.195,4.223,0.195,-51.284,0.001,51.284,179.998,1.762,0.001,45,-6.531e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.2e5,0,0.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.762,13.991,995.041,339.777,0.5,0.428
47.338,151.09,-4.09,0.267,4.09,0.294,-52.149,0.001,52.149,179.998,1.701,0.122,45,-6.641e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.163e5,0,0.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.71,14.004,995.286,339.786,0.5,0.428
47.838,149.003,-4.259,-0.338,4.259,0.704,-53.077,0.001,53.077,179.998,2.009,0.618,45,-6.759e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.211e5,0,0.574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.967,14.018,995.53,339.794,0.5,0.429
48.058,148.079,-4.139,0.545,4.149,1.575,-53.483,0.001,53.483,179.998,1.685,1.477,45,-6.811e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.18e5,0,0.632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.402,14.031,995.775,339.802,0.22,0.429
48.194,147.512,-4.156,-0.127,4.156,0.127,-53.713,0.001,53.713,179.998,1.683,0.015,45,-6.84e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.182e5,0,0.585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.678,14.037,995.883,339.806,0.137,0.429
48.694,145.428,-4.179,-0.045,4.179,0.046,-54.553,0.001,54.553,179.998,1.677,0.01,45,-6.947e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.188e5,0,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.678,14.041,995.949,339.808,0.5,0.429
49.164,143.478,-4.124,0.117,4.124,1.048,-55.456,0.001,55.456,179.999,2.167,1.042,45,-7.062e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.173e5,0,0.603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.116,14.055,996.194,339.816,0.47,0.429
49.518,142.007,-4.191,-0.19,4.191,0.314,-56.207,0.001,56.207,179.999,2.078,0.25,45,-7.158e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.192e5,0,0.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.06,14.067,996.422,339.824,0.354,0.429
50.018,139.928,-4.124,0.135,4.124,0.475,-57.19,0.001,57.19,179.999,1.851,0.455,45,-7.283e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.173e5,0,0.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.886,14.077,996.595,339.83,0.5,0.429
50.518,137.843,-4.215,-0.182,4.215,0.433,-58.164,0.001,58.164,179.999,2.047,0.393,45,-7.407e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.199e5,0,0.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.019,14.09,996.839,339.838,0.5,0.43
50.887,136.307,-4.112,0.28,4.112,0.925,-58.86,0.001,58.86,179.999,1.722,0.881,45,-7.496e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.17e5,0,0.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.679,14.104,997.083,339.846,0.369,0.43
