# Spaceport America (Up to date)
# 1049 data points written for 34 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (23.6 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
182.794,285.4,-18.602,75.505,18.603,75.512,1576.918,2.648,1576.92,0.096,1.87,1.049,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.099,3.249,814.395,333.268,0.001,0.793
182.795,285.373,-18.493,74.524,18.495,74.531,1576.909,2.648,1576.911,0.096,1.871,1.032,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.098,3.249,814.398,333.268,0.001,0.793
182.797,285.346,-18.384,73.543,18.385,73.55,1576.9,2.648,1576.902,0.096,1.873,1.015,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.097,3.249,814.401,333.268,0.001,0.793
182.798,285.318,-18.274,72.562,18.276,72.569,1576.89,2.648,1576.893,0.096,1.874,0.998,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.096,3.249,814.404,333.268,0.002,0.793
182.8,285.29,-18.164,71.581,18.165,71.588,1576.881,2.648,1576.883,0.096,1.876,0.981,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.095,3.249,814.406,333.268,0.002,0.793
182.802,285.261,-18.053,70.601,18.054,70.607,1576.871,2.648,1576.874,0.096,1.877,0.963,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.094,3.25,814.409,333.268,0.002,0.793
182.803,285.232,-17.941,69.621,17.942,69.627,1576.861,2.648,1576.864,0.096,1.879,0.956,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.095,3.25,814.412,333.268,0.002,0.794
182.805,285.203,-17.828,68.641,17.83,68.647,1576.851,2.648,1576.854,0.096,1.881,0.949,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.097,3.25,814.415,333.268,0.002,0.794
182.806,285.173,-17.715,67.661,17.717,67.667,1576.841,2.648,1576.843,0.096,1.882,0.942,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.098,3.25,814.418,333.268,0.002,0.794
182.808,285.143,-17.601,66.681,17.603,66.688,1576.83,2.648,1576.833,0.096,1.884,0.935,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.099,3.25,814.421,333.269,0.002,0.794
182.81,285.113,-17.487,65.702,17.488,65.709,1576.82,2.648,1576.822,0.096,1.885,0.928,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.101,3.25,814.424,333.269,0.002,0.795
182.812,285.082,-17.372,64.723,17.373,64.73,1576.809,2.648,1576.811,0.096,1.887,0.921,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.102,3.251,814.427,333.269,0.002,0.795
182.814,285.05,-17.256,63.745,17.257,63.751,1576.797,2.648,1576.8,0.096,1.889,0.914,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.103,3.251,814.43,333.269,0.002,0.795
182.815,285.018,-17.139,62.766,17.14,62.773,1576.786,2.648,1576.788,0.096,1.89,0.907,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.105,3.251,814.434,333.269,0.002,0.795
182.817,284.986,-17.022,61.788,17.023,61.795,1576.774,2.648,1576.776,0.096,1.892,0.9,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.106,3.251,814.437,333.269,0.002,0.795
182.819,284.953,-16.903,60.811,16.905,60.817,1576.762,2.648,1576.764,0.096,1.894,0.893,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.108,3.251,814.44,333.269,0.002,0.795
182.821,284.919,-16.784,59.833,16.786,59.84,1576.75,2.648,1576.752,0.096,1.896,0.886,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.109,3.252,814.443,333.269,0.002,0.796
182.823,284.885,-16.664,58.856,16.666,58.863,1576.737,2.648,1576.739,0.096,1.897,0.879,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.111,3.252,814.447,333.27,0.002,0.796
182.825,284.85,-16.544,57.88,16.545,57.886,1576.724,2.648,1576.726,0.096,1.899,0.872,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.112,3.252,814.45,333.27,0.002,0.796
182.827,284.815,-16.422,56.903,16.423,56.91,1576.711,2.648,1576.713,0.096,1.901,0.865,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.114,3.252,814.454,333.27,0.002,0.796
182.83,284.779,-16.3,55.927,16.301,55.934,1576.697,2.648,1576.699,0.096,1.903,0.858,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.116,3.253,814.457,333.27,0.002,0.796
182.832,284.743,-16.176,54.952,16.178,54.958,1576.683,2.648,1576.685,0.096,1.905,0.851,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.118,3.253,814.461,333.27,0.002,0.796
182.834,284.706,-16.052,53.977,16.054,53.983,1576.669,2.648,1576.671,0.096,1.907,0.844,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.119,3.253,814.465,333.27,0.002,0.796
182.837,284.668,-15.927,53.002,15.929,53.008,1576.654,2.648,1576.656,0.096,1.909,0.837,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.121,3.253,814.468,333.27,0.002,0.796
182.839,284.63,-15.801,52.028,15.803,52.034,1576.639,2.648,1576.641,0.096,1.911,0.83,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.123,3.254,814.472,333.271,0.002,0.797
182.841,284.591,-15.674,51.054,15.676,51.06,1576.623,2.648,1576.625,0.096,1.913,0.823,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.125,3.254,814.476,333.271,0.002,0.797
182.844,284.551,-15.546,50.08,15.548,50.087,1576.607,2.648,1576.609,0.096,1.915,0.816,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.127,3.254,814.48,333.271,0.003,0.797
182.847,284.51,-15.417,49.107,15.419,49.114,1576.59,2.648,1576.593,0.096,1.917,0.809,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.129,3.254,814.484,333.271,0.003,0.797
182.849,284.469,-15.287,48.135,15.289,48.141,1576.574,2.648,1576.576,0.096,1.919,0.802,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.131,3.255,814.488,333.271,0.003,0.797
182.852,284.426,-15.156,47.163,15.158,47.169,1576.556,2.648,1576.558,0.096,1.921,0.795,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.133,3.255,814.492,333.271,0.003,0.797
182.855,284.383,-15.024,46.191,15.026,46.198,1576.538,2.648,1576.54,0.096,1.924,0.795,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.137,3.255,814.497,333.272,0.003,0.797
182.858,284.339,-14.891,45.221,14.893,45.228,1576.519,2.648,1576.522,0.096,1.926,0.797,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.142,3.255,814.501,333.272,0.003,0.798
182.861,284.294,-14.757,44.25,14.759,44.257,1576.5,2.648,1576.502,0.096,1.928,0.8,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.147,3.256,814.505,333.272,0.003,0.798
182.864,284.248,-14.622,43.28,14.623,43.288,1576.48,2.648,1576.483,0.096,1.931,0.802,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.152,3.256,814.51,333.272,0.003,0.798
182.867,284.201,-14.485,42.311,14.487,42.319,1576.46,2.648,1576.462,0.096,1.933,0.804,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.157,3.256,814.515,333.272,0.003,0.798
182.871,284.153,-14.347,41.343,14.349,41.35,1576.439,2.648,1576.441,0.096,1.936,0.806,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.162,3.257,814.519,333.272,0.003,0.798
182.874,284.104,-14.208,40.375,14.21,40.383,1576.417,2.648,1576.419,0.096,1.939,0.808,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.168,3.257,814.524,333.273,0.003,0.798
182.878,284.054,-14.068,39.408,14.07,39.416,1576.394,2.648,1576.396,0.096,1.942,0.811,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.174,3.257,814.529,333.273,0.004,0.799
182.881,284.002,-13.926,38.441,13.928,38.45,1576.371,2.648,1576.373,0.096,1.945,0.813,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.179,3.258,814.534,333.273,0.004,0.799
182.885,283.949,-13.783,37.475,13.785,37.484,1576.346,2.648,1576.349,0.096,1.948,0.816,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.186,3.258,814.54,333.273,0.004,0.799
182.889,283.895,-13.639,36.51,13.641,36.519,1576.321,2.648,1576.323,0.096,1.951,0.818,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.192,3.258,814.545,333.273,0.004,0.799
182.893,283.839,-13.493,35.546,13.495,35.556,1576.295,2.648,1576.297,0.096,1.955,0.82,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.198,3.259,814.55,333.274,0.004,0.799
182.897,283.782,-13.346,34.583,13.348,34.593,1576.267,2.648,1576.27,0.096,1.958,0.823,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.205,3.259,814.556,333.274,0.004,0.799
182.902,283.724,-13.197,33.621,13.199,33.631,1576.239,2.648,1576.241,0.096,1.962,0.826,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.212,3.259,814.562,333.274,0.004,0.799
182.906,283.663,-13.047,32.659,13.049,32.669,1576.209,2.648,1576.212,0.096,1.965,0.807,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.213,3.26,814.568,333.274,0.005,0.799
182.911,283.601,-12.895,31.698,12.898,31.707,1576.179,2.648,1576.181,0.096,1.969,0.759,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.205,3.26,814.574,333.275,0.005,0.8
182.916,283.537,-12.742,30.74,12.744,30.748,1576.146,2.648,1576.149,0.096,1.973,0.711,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.196,3.26,814.58,333.275,0.005,0.8
182.921,283.472,-12.587,29.782,12.589,29.79,1576.113,2.648,1576.115,0.096,1.976,0.663,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.187,3.261,814.587,333.275,0.005,0.8
182.927,283.404,-12.431,28.826,12.432,28.833,1576.077,2.648,1576.08,0.096,1.979,0.615,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.177,3.261,814.593,333.275,0.005,0.8
182.933,283.334,-12.273,27.872,12.274,27.877,1576.041,2.648,1576.043,0.096,1.983,0.567,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.167,3.262,814.6,333.276,0.006,0.8
182.939,283.261,-12.112,26.918,12.114,26.923,1576.002,2.648,1576.004,0.096,1.986,0.519,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.157,3.262,814.607,333.276,0.006,0.8
182.945,283.186,-11.95,25.966,11.951,25.97,1575.961,2.648,1575.963,0.096,1.989,0.471,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.146,3.263,814.615,333.276,0.006,0.8
182.951,283.108,-11.786,25.015,11.787,25.019,1575.918,2.648,1575.92,0.096,1.991,0.423,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.134,3.263,814.622,333.276,0.007,0.8
182.958,283.027,-11.62,24.066,11.621,24.069,1575.873,2.648,1575.875,0.096,1.994,0.374,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.122,3.264,814.63,333.277,0.007,0.8
182.965,282.943,-11.452,23.119,11.453,23.121,1575.826,2.648,1575.828,0.096,1.996,0.321,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.108,3.264,814.638,333.277,0.007,0.8
182.973,282.856,-11.282,22.174,11.282,22.175,1575.775,2.648,1575.777,0.096,1.998,0.268,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.093,3.265,814.647,333.277,0.008,0.801
182.981,282.765,-11.109,21.23,11.11,21.231,1575.722,2.648,1575.724,0.096,2,0.215,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.077,3.265,814.656,333.278,0.008,0.801
182.99,282.67,-10.934,20.289,10.935,20.289,1575.665,2.648,1575.668,0.096,2.001,0.162,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.06,3.266,814.665,333.278,0.009,0.801
182.999,282.571,-10.757,19.349,10.757,19.35,1575.605,2.648,1575.607,0.096,2.002,0.108,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.043,3.267,814.674,333.278,0.009,0.801
183.009,282.467,-10.578,18.412,10.578,18.413,1575.541,2.648,1575.543,0.096,2.003,0.055,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.024,3.267,814.684,333.279,0.01,0.801
183.019,282.357,-10.395,17.478,10.395,17.478,1575.473,2.648,1575.475,0.096,2.003,0.004,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.005,3.268,814.695,333.279,0.01,0.801
183.03,282.242,-10.21,16.546,10.21,16.547,1575.399,2.648,1575.401,0.096,2.003,0.047,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.985,3.269,814.706,333.28,0.011,0.801
183.042,282.12,-10.022,15.618,10.022,15.618,1575.32,2.648,1575.322,0.096,2.001,0.098,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.964,3.269,814.718,333.28,0.012,0.801
183.055,281.992,-9.832,14.693,9.832,14.693,1575.235,2.648,1575.237,0.096,1.999,0.149,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.941,3.27,814.73,333.281,0.013,0.801
183.069,281.855,-9.638,13.771,9.638,13.772,1575.143,2.648,1575.145,0.096,1.997,0.168,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.93,3.271,814.743,333.281,0.014,0.802
183.085,281.709,-9.441,12.851,9.442,12.852,1575.043,2.648,1575.045,0.096,1.995,0.139,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.939,3.272,814.757,333.282,0.015,0.802
183.102,281.553,-9.242,11.937,9.242,11.938,1574.933,2.648,1574.935,0.096,1.993,0.109,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.948,3.273,814.772,333.282,0.017,0.802
183.12,281.384,-9.039,11.028,9.039,11.029,1574.813,2.648,1574.815,0.096,1.992,0.081,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.957,3.274,814.788,333.283,0.018,0.802
183.14,281.203,-8.833,10.125,8.833,10.125,1574.68,2.648,1574.682,0.096,1.99,0.079,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.956,3.275,814.805,333.283,0.02,0.802
183.163,281.005,-8.624,9.227,8.624,9.228,1574.532,2.648,1574.534,0.096,1.988,0.076,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.955,3.276,814.823,333.284,0.023,0.802
183.188,280.788,-8.411,8.337,8.411,8.337,1574.366,2.648,1574.368,0.096,1.987,0.068,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.957,3.277,814.843,333.285,0.025,0.802
183.217,280.548,-8.196,7.455,8.196,7.456,1574.178,2.648,1574.18,0.096,1.985,0.054,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.961,3.279,814.865,333.286,0.029,0.803
183.25,280.28,-7.978,6.584,7.978,6.586,1573.963,2.648,1573.965,0.096,1.981,0.131,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.92,3.28,814.889,333.287,0.033,0.803
183.288,279.981,-7.76,5.729,7.761,5.736,1573.716,2.648,1573.718,0.096,1.97,0.275,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.84,3.282,814.916,333.288,0.038,0.803
183.333,279.637,-7.54,4.891,7.54,4.893,1573.425,2.648,1573.428,0.096,1.963,0.157,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.888,3.284,814.947,333.289,0.045,0.803
183.386,279.247,-7.327,4.07,7.327,4.071,1573.088,2.648,1573.09,0.096,1.968,0.099,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.017,3.286,814.981,333.29,0.052,0.803
183.454,278.759,-7.103,3.299,7.104,3.302,1572.649,2.648,1572.652,0.096,1.978,0.15,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.053,3.289,815.021,333.292,0.068,0.803
183.537,278.175,-6.894,2.513,6.894,2.513,1572.108,2.648,1572.111,0.096,1.974,0.053,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.949,3.292,815.07,333.294,0.083,0.803
183.651,277.398,-6.688,1.8,6.689,1.811,1571.371,2.648,1571.374,0.097,1.951,0.204,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.854,3.296,815.129,333.296,0.114,0.803
183.815,276.318,-6.504,1.123,6.506,1.186,1570.341,2.648,1570.343,0.097,1.888,0.381,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.718,3.301,815.208,333.299,0.164,0.803
184.06,274.742,-6.375,0.527,6.375,0.532,1568.832,2.647,1568.835,0.097,1.869,0.078,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.84,3.308,815.317,333.303,0.245,0.803
184.56,271.571,-6.312,0.127,6.312,0.287,1565.871,2.647,1565.874,0.097,1.74,0.258,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.704,3.318,815.477,333.31,0.5,0.803
185.06,268.406,-6.346,-0.069,6.346,0.11,1563.051,2.647,1563.054,0.097,1.698,0.086,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.685,3.339,815.798,333.322,0.5,0.803
185.56,265.238,-6.326,0.04,6.326,0.058,1560.284,2.647,1560.286,0.097,1.677,0.042,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.671,3.359,816.118,333.335,0.5,0.804
186.06,262.073,-6.335,-0.017,6.335,0.205,1557.45,2.647,1557.452,0.097,1.779,0.204,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.809,3.38,816.439,333.347,0.5,0.804
186.56,258.908,-6.322,0.025,6.323,0.533,1554.313,2.647,1554.315,0.098,2.045,0.533,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.123,3.4,816.759,333.36,0.5,0.804
187.06,255.744,-6.335,-0.024,6.335,0.096,1550.996,2.647,1550.999,0.098,1.999,0.092,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.986,3.421,817.079,333.372,0.5,0.804
187.56,252.579,-6.326,0.016,6.326,0.099,1547.677,2.646,1547.679,0.098,2.048,0.098,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.063,3.442,817.4,333.384,0.5,0.804
188.06,249.416,-6.327,-4.288e-4,6.327,0.343,1544.459,2.646,1544.461,0.098,1.876,0.343,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.827,3.462,817.72,333.397,0.5,0.804
188.56,246.253,-6.324,0.004,6.325,0.368,1541.23,2.646,1541.232,0.098,2.06,0.368,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.115,3.483,818.04,333.409,0.5,0.804
189.06,243.093,-6.317,0.015,6.318,0.647,1537.585,2.646,1537.587,0.099,2.384,0.647,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.478,3.503,818.36,333.422,0.5,0.804
189.56,239.931,-6.33,-0.026,6.33,0.099,1533.713,2.646,1533.715,0.099,2.336,0.095,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.323,3.524,818.68,333.434,0.5,0.805
190.06,236.769,-6.316,0.027,6.317,0.449,1530.065,2.646,1530.067,0.099,2.112,0.448,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.048,3.544,819,333.447,0.5,0.805
190.56,233.609,-6.323,-0.014,6.324,0.391,1526.76,2.645,1526.763,0.099,1.917,0.391,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.86,3.565,819.32,333.459,0.5,0.805
191.06,230.45,-6.314,0.019,6.314,0.567,1523.849,2.645,1523.851,0.099,1.633,0.567,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.552,3.585,819.64,333.472,0.5,0.805
191.56,227.29,-6.326,-0.024,6.326,0.04,1521.157,2.645,1521.159,0.1,1.649,0.032,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.654,3.606,819.96,333.484,0.5,0.805
192.06,224.13,-6.317,0.016,6.317,0.089,1518.415,2.645,1518.418,0.1,1.693,0.088,33,-106.995,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.706,3.627,820.28,333.497,0.5,0.805
